,Category,Question
0,Transmission ,follow the u. s. food supply good
1,Transmission ,the u. s. food supply
2,Transmission ,is rthe u. so. food supply safe
3,Transmission ,is the u. s. f ood supply sa fe
0,Transmission ,can i get covid from a package sent from republic of china
1,Transmission ,i get covid from a package sent from
2,Transmission ,Ca i get covid forme e package sent from china
3,Transmission ,can i get cov id fr om a package sent fr om china
0,Transmission ,are pet from a shelter safe to adopt
1,Transmission ,are a shelter safe to adopt
2,Transmission ,as pets fraom a shelter safe to adopt
3,Transmission ,are pets f rom a sh elter safe to adopt
0,Transmission ,can i get the covid from food food promotional material or food container and prep area
1,Transmission ,i get the from food food packaging or containers and preparation area
2,Transmission ,cacb i get the covid from food food packeging or food containners and prepartion area
3,Transmission ,can i get the covid from food f ood p ackaging or food containers and prepa ration a rea
0,Transmission ,what animals can let covid
1,Transmission ,what can get covid
2,Transmission ,what animals con get covid
3,Transmission ,what animals can get cov id
0,Transmission ,pass on the evidence so far will covid about likely depart away in the summer
1,Transmission ,given the evidence so far most likely away in summer
2,Transmission ,given the ivedance so far will covid mostly likely go away in They sumemer
3,Transmission ,g iven the ev idence so far will covid most li kely go aw ay in the summer
0,Transmission ,how long does covid live on surfaces
1,Transmission ,how does live on surfaces
2,Transmission ,how ong do covid live on surfaces
3,Transmission ,how l ong does covid live on surf aces
0,Transmission ,hind end i get covid from a food worker treat my food
1,Transmission ,i get covid from a worker handling my
2,Transmission ,can i get covid from a food weeker handling My foor
3,Transmission ,can i get covid from a food wo rker handli ng my fo od
0,Transmission ,should i stop wearing contact lens and switch to glasses
1,Transmission ,should i wearing contacts and switch glasses
2,Transmission ,should i stop wearing contacts and swich to glass
3,Transmission ,should i stop wea ring cont acts and switch to glasses
0,Transmission ,can people who recuperate from covid be infected again
1,Transmission ,can people who recover from covid infected
2,Transmission ,can people who recover from covid ne infected agasin
3,Transmission ,can people who recover from covid be infe cted aga in
0,Transmission ,do i necessitate to wash my clothes right after encountering early people
1,Transmission ,do to wash my clothes right after encountering other
2,Transmission ,bo i needd tj wash my clothes right after encountering other people
3,Transmission ,do i need to w ash my clothes ri ght aft er encountering other people
0,Transmission ,is covid killing to a greater extent liberal or conservatives
1,Transmission ,covid killing liberals or conservatives
2,Transmission ,is covid kidding morw liberals or conservatives
3,Transmission ,is co vid killing m ore liberals or conservatives
0,Transmission ,can the high temperature from a hand drier kill covid
1,Transmission ,can heat a hand dryer kill covid
2,Transmission ,can el heat from a hande dryer kill covid
3,Transmission ,can the h eat fr om a hand dryer kill covid
0,Transmission ,is covid in the air
1,Transmission ,is covid the air
2,Transmission ,is covid no the air
3,Transmission ,is cov id in the air
0,Transmission ,when are you contagious with covid
1,Transmission ,when are contagious with covid
2,Transmission ,when are you contagious wifi covid
3,Transmission ,w hen are you contagious with covid
0,Transmission ,how farseeing embody someone infectious after recovery from covid symptoms
1,Transmission ,how is someone after from covid symptoms
2,Transmission ,how longe is someone infectious afeter recovery frm covid symptoms
3,Transmission ,how long is som eone infectious af ter recovery from c ovid symptoms
0,Transmission ,how can someone spread covid when symptomless
1,Transmission ,how can someone when asymptomatic
2,Transmission ,how cav someome spread covid when asymptomatic
3,Transmission ,how can so meone spread covid when as ymptomatic
0,Transmission ,give birth anyone gotten covid double (re infected )
1,Transmission ,has anyone covid twice (infected )
2,Transmission ,as anyone gotten covid twice (red infected )
3,Transmission ,has a nyone go tten covid twice (re infected )
0,Transmission ,do covid deaths have to cost cremated
1,Transmission ,do covid deaths to cremated
2,Transmission ,did covid deaths have to br cremated
3,Transmission ,do co vid de aths have to be cremated
0,Transmission ,how is covid spread
1,Transmission ,how covid spread
2,Transmission ,haw is covid spread
3,Transmission ,how is covid spre ad
0,Transmission ,can a youthful and healthy person dice from a covid infection
1,Transmission ,can young and person die from a infection
2,Transmission ,can a Yong in healthy person die from s covid infection
3,Transmission ,can a young and hea lthy p erson die from a c ovid infection
0,Transmission ,after recovering from covid practise a mortal get long term immunity to the virus
1,Transmission ,after from covid a person long term to the virus
2,Transmission ,after recovering from covid does and personne have long termin immunity yto the virus
3,Transmission ,af ter recovering f rom covid does a person h ave lo ng term immunity to the virus
0,Transmission ,crapper individual spread the virus without being sick
1,Transmission ,someone spread the virus without being
2,Transmission ,can someome spread the virus without being silk
3,Transmission ,can someone spread the virus without b eing si ck
0,Transmission ,will high temperatures drink down covid
1,Transmission ,will high kill covid
2,Transmission ,will higt temperatures kill covid
3,Transmission ,wi ll high temperatures kill covid
0,Transmission ,embody grocery rat safe during the covid pandemic
1,Transmission ,is grocery shopping safe the pandemic
2,Transmission ,is grossery shopping safe during th? covid pandemic
3,Transmission ,is grocery shopping safe d uring the covid pande mic
0,Transmission ,can someone world health organization suffer had covid spread the illness to others
1,Transmission ,someone who has had covid spread the to
2,Transmission ,cav someone who hac had covid spead the illness to others
3,Transmission ,can som eone who has had covid spre ad the illness to ot hers
0,Transmission ,personify covid seasonal
1,Transmission ,covid seasonal
2,Transmission ,is covid saisonal
3,Transmission ,is covid se asonal
0,Transmission ,how insanely is covid to pets
1,Transmission ,how deadly covid to pets
2,Transmission ,how deadly is covid ti pets
3,Transmission ,how deadly is covid to pe ts
0,Transmission ,is covid dangerous for those who vape
1,Transmission ,is for those who vape
2,Transmission ,is covid dangerous phone thoose who vape
3,Transmission ,is covid dangero us for t hose who vape
0,Transmission ,if ane vape tobacco oregon nicotine am i at risk for complications from covid
1,Transmission ,if i tobacco or nicotine am risk for complications from
2,Transmission ,I i vape tobacco or nicotine am i ar risck for complications FORM covid
3,Transmission ,if i va pe tobacco or nicotine am i at risk for complic ations f rom c ovid
0,Transmission ,does covid break in freezer
1,Transmission ,does die in freezer
2,Transmission ,dows covid die in freezer
3,Transmission ,does co vid die in freezer
0,Transmission ,tin covid reinfect
1,Transmission ,covid reinfect
2,Transmission ,csn covid reinfect
3,Transmission ,can co vid reinfect
0,Transmission ,be my child with an underlying medical condition or particular healthcare need at higher risk of infection for severe sickness from covid
1,Transmission ,is my underlying condition or special healthcare need at higher severe illness from covid
2,Transmission ,is's my child wiche an underlying medical condition onr special healthcare need at higher risc por severe illnes from covid
3,Transmission ,is my child with an unde rlying medical co ndition or s pecial healthcare ne ed at higher risk for seve re illness from c ovid
0,Transmission ,terminate covid survive in heat
1,Transmission ,can covid survive heat
2,Transmission ,cant covid survive in heat
3,Transmission ,can co vid survive in heat
0,Transmission ,can humans get covid from pawl or cats
1,Transmission ,humans covid from dogs or cats
2,Transmission ,can homans get covid from gods or cats
3,Transmission ,can humans get c ovid from d ogs or cats
0,Transmission ,does covid live on on paper
1,Transmission ,does covid on paper
2,Transmission ,goes covid live on paper
3,Transmission ,does c ovid live on paper
0,Transmission ,will warm conditions quit the outbreak of covid
1,Transmission ,will warm the outbreak of covid
2,Transmission ,we'l warm weather stopped the outbreak of covid
3,Transmission ,will w arm weather s top the outbreak of covid
0,Transmission ,what types of animals are susceptible to covid
1,Transmission ,types of animals are susceptible covid
2,Transmission ,what types off animals rae susceptible to covid
3,Transmission ,what t ypes of ani mals are susceptible to covid
0,Transmission ,how does the computer virus spread
1,Transmission ,how does the spread
2,Transmission ,how does the virus spead
3,Transmission ,how does the v irus spread
0,Transmission ,be it good to do grocery shopping in costco amidst covid
1,Transmission ,is to grocery shopping in costco amidst covid
2,Transmission ,is it safey for do grocery shopping ith costco amidst covid
3,Transmission ,is it sa fe to do grocery shoppi ng in cos tco amidst covid
0,Transmission ,what animals can carry covid
1,Transmission ,what animals can carry
2,Transmission ,what animanls can carry covid
3,Transmission ,what anim als can carry covid
0,Transmission ,who covid immunity
1,Transmission ,who immunity
2,Transmission ,who covid immunitet
3,Transmission ,who covid immuni ty
0,Transmission ,volition covid end in summer
1,Transmission ,will end in summer
2,Transmission ,will covid ending in summer
3,Transmission ,will covid end in summ er
0,Transmission ,how act covid spread
1,Transmission ,how does covid
2,Transmission ,how does covid spead
3,Transmission ,how d oes covid spread
0,Transmission ,can covid live in heat
1,Transmission ,can covid live heat
2,Transmission ,could covid live in heat
3,Transmission ,can covid live in he at
0,Transmission ,why pic risk of covid is real high for icu staff and what safeguard should be take
1,Transmission ,why exposure risk of very high for icu what precautions should be
